COLLNUM,Taxon.Name,CATNUM,PRESTYPE,STATUS,ORIGLOCAL,Locality.Selector,LocalityQualifier,ISGPPROV,COLLECTOR,DATECOLL1,gps,elevation,country,province,locality,site,lat,lon,gps_raw,A or B?
FK 5050,Oreophryne anser,15726,alcoholic,installed July 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",12 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5053,Oreophryne anser,15727,alcoholic,installed July 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",12 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5117,Oreophryne anser,15728,alcoholic,installed June 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",14 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5119,Oreophryne anser,15729,alcoholic,installed June 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",14 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5161,Oreophryne anser,15730,alcoholic,installed July 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",15 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5163,Oreophryne anser,15731,alcoholic,installed July 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",15 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5254,Oreophryne anser,15732,alcoholic,installed July 2017,"Cloudy Mts., Camp 1, along Upaelisafupi Stream, 10 deg 29.825 min S, 150 deg 13.978 min E, 715 m","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    :    715 m    :    10.4970833ºS  150.2329666ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",17 Apr 2002,"-10.4970833, 150.2329666",715 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream, Camp 1",-10.4970833,150.2329666,10.4970833ºS 150.2329666ºE,
FK 5327,Oreophryne anser,15733,alcoholic,installed July 2017,"Cloudy Mts., top, 1010 m.","Cloudy Mtns., SW of Gadowalai, top [=1.7 km SW Camp 1] {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, top [=1.7 km SW Camp 1]    :    1010 m    :    10.5079257ºS  150.2226776ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",19 Apr 2002,"-10.5079257, 150.2226776",1010 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, top [=1.7 km SW Camp 1]    ","Cloudy Mtns., SW of Gadowalai, top [=1.7 km SW Camp 1]",-10.5079257,150.2226776,10.5079257ºS 150.2226776ºE,
FK 5348,Oreophryne anser,15734,alcoholic,"installed, Jun 2017","Cloudy Mts., 0.5 km SW Camp 1, 800 m.","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1    :    800 m    :    10.5009057ºS  150.2301912ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",21 Apr 2002,"-10.5009057, 150.2301912",800 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1",-10.5009057,150.2301912,10.5009057ºS 150.2301912ºE,
FK 5349,Oreophryne anser,15735,alcoholic,installed June 2017,"Cloudy Mts., 0.5 km SW Camp 1, 800 m.","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1 {Papua New Guinea: Milne Bay Prov.: Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1    :    800 m    :    10.5009057ºS  150.2301912ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",21 Apr 2002,"-10.5009057, 150.2301912",800 m,Papua New Guinea,Milne Bay Prov.,"Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1    ","Cloudy Mtns., SW of Gadowalai, along Upaelisafupi Stream 0.5 km SW Camp 1",-10.5009057,150.2301912,10.5009057ºS 150.2301912ºE,
FK 5642,Oreophryne anser,15736,alcoholic,installed June 2017,"Owen Stanleys: Mt. Pekopekowana, Wailahabahaba Creek, trib. of Sagabada R., River Camp, 10 deg 16.957 min S, 150 deg 9.288 min E, 590 - 615 m.","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River ",,Milne Bay Prov.,"F Kraus, I Bigilale",10 May 2002,"--, Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek , River Camp {Papua New Guinea: Milne Bay Prov.: Owen -tanley Mtns., Mt. Pekopekowana,  slope, along ailahabahaba Creek , River ",Milne Bay Prov.,Papua New Guinea,Milne Bay Prov.,"Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River ","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River Camp",NA,NA,"Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek , River Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek , River ",
FK 5675,Oreophryne anser,15737,alcoholic,installed June 2017,"Owen Stanleys: Mt. Pekopekowana, between River Camp and Tarp Camp","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp    :    620-680 m    :    10.2815315ºS  150.1616438ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",13 May 2002,"-10.2815315, 150.1616438",620-680 m,Papua New Guinea,Milne Bay Prov.,"Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp    ","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp",-10.2815315,150.1616438,10.2815315ºS 150.1616438ºE,
FK 5676,Oreophryne anser,15738,alcoholic,installed June 2017,"Owen Stanleys: Mt. Pekopekowana, between River Camp and Tarp Camp","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp    :    620-680 m    :    10.2815315ºS  150.1616438ºE.}",,Milne Bay Prov.,"F Kraus, I Bigilale",13 May 2002,"-10.2815315, 150.1616438",620-680 m,Papua New Guinea,Milne Bay Prov.,"Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp    ","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, between River Camp and Tarp Camp",-10.2815315,150.1616438,10.2815315ºS 150.1616438ºE,
FK 5688,Oreophryne anser,15739,alcoholic,installed June 2017,"Owen Stanleys: Mt. Pekopekowana, Wailahabahaba Creek, trib. of Sagabada R., River Camp, 10 deg 16.957 min S, 150 deg 9.288 min E, 590 - 615 m.","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River ",,Milne Bay Prov.,"F Kraus, I Bigilale",14 May 2002,"--, Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek , River Camp {Papua New Guinea: Milne Bay Prov.: Owen -tanley Mtns., Mt. Pekopekowana,  slope, along ailahabahaba Creek , River ",Milne Bay Prov.,Papua New Guinea,Milne Bay Prov.,"Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River ","Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek (trib. of Sagabada River), River Camp",-10.16957,150.9288,"Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek , River Camp {Papua New Guinea: Milne Bay Prov.: Owen Stanley Mtns., Mt. Pekopekowana, SE slope, along Wailahabahaba Creek , River ",
AA 21441,Oreophryne anthonyi,41673,alcoholic,"installed, Mar 2016","Papua New Guinea, Morobe Prov., Lamgatak Camp [Camp 2], -7.932510°, 147.039930°, 2161m (GPS)  = from A Allison field catalogue",,,,A Allison,23 Feb 2012,", ",,,,,,-7.93251,147.03993,,
AA 21668,Oreophryne anthonyi,41674,alcoholic,"installed, Mar 2016","Papua New Guinea, Morobe Prov., Lamgatak Camp [Camp 2], -7.932510°, 147.039930°, 2161m (GPS)  = from A Allison field catalogue",,,,A Allison,02 Mar 2012,", ",,,,,,-7.93251,147.03993,,
AA 21669,Oreophryne anthonyi,41675,alcoholic,"installed, Mar 2016","Papua New Guinea, Morobe Prov., Lamgatak Camp [Camp 2], -7.932510°, 147.039930°, 2161m (GPS)  = from A Allison field catalogue",,,,A Allison,06 Mar 2012,", ",,,,,,-7.93251,147.03993,,
AA 23407,Oreophryne anthonyi,44709,alcoholic,"installed, Apr 2016","[Papua New Guinea: Central Province,] Mt. Summit to Myola 2 [Guest House]: -9.136776°, 147.777837°, 2662 m = from O Tallowin in A  Allison field catalogue",,,,O Tallowin,4 Apr 2014,", ",,,,,,-9.136776,147.777837,,
AA 23709,Oreophryne anthonyi,45672,alcoholic,"installed, Nov 2016",Chopper pad camp 2680 m S: 08.97376 E: 147.56972,Chopper pad camp {Papua New Guinea: Central Prov.: Kairuku-Hiri Dist.: Chopper pad camp    :    2680 m    :    8.97376ºS [S 08.97376]  147.56972ºE [E 147.56972].},,Central Prov.,A Allison,13 Aug 2015,"-8.97376, 147.56972",2680 m,Papua New Guinea,Central Prov.,Kairuku-Hiri Dist.,Chopper pad camp,-8.97376,147.56972,8.97376ºS 147.56972ºE ,
AA 23710,Oreophryne anthonyi,45673,alcoholic,"installed, Nov 2016",Chopper pad camp 2680 m S: 08.97376 E: 147.56972,Chopper pad camp {Papua New Guinea: Central Prov.: Kairuku-Hiri Dist.: Chopper pad camp    :    2680 m    :    8.97376ºS [S 08.97376]  147.56972ºE [E 147.56972].},,Central Prov.,A Allison,13 Aug 2015,"-8.97376, 147.56972",2680 m,Papua New Guinea,Central Prov.,Kairuku-Hiri Dist.,Chopper pad camp,-8.97376,147.56972,8.97376ºS 147.56972ºE ,
AA 23711,Oreophryne anthonyi,45674,alcoholic,"installed, Nov 2016",2661 m S: 08.97329 E: 147.57004,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97329,147.57004,,
AA 23712,Oreophryne anthonyi,45675,alcoholic,"installed, Nov 2016",2671 m S: 08.97332 E: 147.56996,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97332,147.56996,,
AA 23713,Oreophryne anthonyi,45676,alcoholic,"supposed to be 'eggs only', eggs not located during label tie on, Nov 2016, specimen tag in Accn file",2671 m S: 08.97332 E: 147.56996,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97332,147.56996,,
AA 23714,Oreophryne anthonyi,45677,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23715,Oreophryne anthonyi,45678,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23716,Oreophryne anthonyi,45679,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23717,Oreophryne anthonyi,45680,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23718,Oreophryne anthonyi,45681,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23719,Oreophryne anthonyi,45682,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23720,Oreophryne anthonyi,45683,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23721,Oreophryne anthonyi,45684,alcoholic,"installed, Nov 2016",2695 m S: 08.97254 E: 147.57062,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97254,147.57062,,
AA 23722,Oreophryne anthonyi,45685,alcoholic,"installed, Nov 2016",2721 m S: 08.97077 E: 147.57085,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97077,147.57085,,
AA 23730,Oreophryne anthonyi,45693,alcoholic,"installed, Nov 2016",2687 m S: 08.97278 E: 147.57054,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97278,147.57054,,
AA 23731,Oreophryne anthonyi,45694,alcoholic,"installed, Nov 2016",2687 m S: 08.97278 E: 147.57054,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.97278,147.57054,,
AA 23732,Oreophryne anthonyi,45695,alcoholic,"installed, Nov 2016",2810 m S: 08.96884 E: 147.56929,,,Central Prov.,A Allison,13 Aug 2015,", ",,,,,,-8.96884,147.56929,,
AA 23757,Oreophryne anthonyi,45720,alcoholic,"installed, Nov 2016",2244 m S: -08.98318 E: 147.56747,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98318,147.56747,,
AA 23758,Oreophryne anthonyi,45721,alcoholic,"installed, Nov 2016",2244 m S: -08.98318 E: 147.56747,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98318,147.56747,,
AA 23759,Oreophryne anthonyi,45722,alcoholic,"installed, Nov 2016",2244 m S: -08.98318 E: 147.56747,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98318,147.56747,,
AA 23760,Oreophryne anthonyi,45723,alcoholic,"installed, Nov 2016",2173 m S: -08.98143 E: 147.56699,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98318,147.56747,,
AA 23761,Oreophryne anthonyi,45724,alcoholic,"installed, Nov 2016",2208 m S: 08.98374 E: 147.56728,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23762,Oreophryne anthonyi,45725,alcoholic,"installed, Nov 2016",2208 m S: 08.98374 E: 147.56728,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23763,Oreophryne anthonyi,45726,alcoholic,"installed, Nov 2016",2205 m S: 08.98218 E: 147.56847,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23764,Oreophryne anthonyi,45727,alcoholic,"installed, Nov 2016",2205 m S: 08.98218 E: 147.56847,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23765,Oreophryne anthonyi,45728,alcoholic,"installed, Nov 2016",2173 m S: 08.98143 E: 147.56699,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23766,Oreophryne anthonyi,45729,alcoholic,"installed, Nov 2016",2173 m S: 08.98143 E: 147.56699,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23767,Oreophryne anthonyi,45730,alcoholic,"installed, Nov 2016",2173 m S: 08.98143 E: 147.56699,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23768,Oreophryne anthonyi,45731,alcoholic,"installed, Nov 2016",2213 m S: 08.98193 E: 147.56847,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23769,Oreophryne anthonyi,45732,alcoholic,"installed, Nov 2016",2162 m S: 08.98186 E: 147.56737,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23770,Oreophryne anthonyi,45733,alcoholic,"installed, Nov 2016",2162 m S: 08.98186 E: 147.56737,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23771,Oreophryne anthonyi,45734,alcoholic,"installed, Nov 2016",2162 m S: 08.98186 E: 147.56737,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
AA 23772,Oreophryne anthonyi,45735,alcoholic,"installed, Nov 2016",2162 m S: 08.98186 E: 147.56737,,,Central Prov.,A Allison,18 Aug 2015,", ",,,,,,-8.98143,147.56699,,
FK 9538,Oreophryne banshee,20449,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,15 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9539,Oreophryne banshee,20450,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,15 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9545,Oreophryne banshee,20451,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,16 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9582,Oreophryne banshee,20452,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,16 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9583,Oreophryne banshee,20453,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,16 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9584,Oreophryne banshee,20454,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,16 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9614,Oreophryne banshee,20455,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,17 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9648,Oreophryne banshee,20456,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,18 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
FK 9649,Oreophryne banshee,20457,alcoholic,installed July 2017,"Sudest Island, Camp 1, 11.49179° S, 153.41261° E +/- 12 m (Aus66), 127 m elev, along Gesirava River. = Kraus field catalog","Mt. Rio, along Gesirava River, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Sudest Island: Mt. Rio, along Gesirava River, ""Camp 1""    :    127 m    :    11.49179ºS [11.49179° S (AGD66)]  153.41261ºE [153.41261° E (AGD66)].}",,Milne Bay Prov.,F Kraus,18 Apr 2004,"-11.49179, 153.41261",127 m,Papua New Guinea,Milne Bay Prov.,Sudest Island,"Mt. Rio, along Gesirava River, Camp 1",-11.49179,153.41261,11.49179ºS 153.41261ºE ,
